"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44891","","","","0"
"2017-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45126","","","","0"
"2018-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45066","","","","0"
"2018-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45320","","","","0"
"2018-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44981","","","","0"
"2018-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44970","","","","0"
"2019-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45202","","","","0"
"2019-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45137","","","","0"
"2019-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45070","","","","0"
"2019-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45189","","","","0"
"2020-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45269","","","","0"
"2020-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45363","","","","0"
"2020-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45372","","","","0"
"2020-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45265","","","","0"
"2021-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45323","","","","0"
"2021-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45629","","","","0"
"2021-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45504","","","","0"
"2021-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45515","","","","0"
"2022-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45640","","","","0"
"1991-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","22154","","","","0"
"1991-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","22320","","","","0"
"1992-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","22497","","","","0"
"1992-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","22659","","","","0"
"1992-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","22883","","","","0"
"1992-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","23005","","","","0"
"1993-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","23171","","","","0"
"1993-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","23321","","","","0"
"1993-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","23559","","","","0"
"1993-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","23801","","","","0"
"1994-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","23980","","","","0"
"1994-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","24205","","","","0"
"1994-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","24407","","","","0"
"1994-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","24537","","","","0"
"1995-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","24691","","","","0"
"1995-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","24863","","","","0"
"1995-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","24978","","","","0"
"1995-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","25120","","","","0"
"1996-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","25291","","","","0"
"1996-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","25463","","","","0"
"1996-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","25669","","","","0"
"1996-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","25748","","","","0"
"1997-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","25736","","","","0"
"1997-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","25839","","","","0"
"1997-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","25884","","","","0"
"1997-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","25994","","","","0"
"1998-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","26082","","","","0"
"1998-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","26183","","","","0"
"1998-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","26373","","","","0"
"1998-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","26449","","","","0"
"1999-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","26575","","","","0"
"1999-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","26721","","","","0"
"1999-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","26820","","","","0"
"1999-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","26997","","","","0"
"2000-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","27145","","","","0"
"2000-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","27228","","","","0"
"2000-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","27498","","","","0"
"2000-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","27683","","","","0"
"2001-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","27798","","","","0"
"2001-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","27929","","","","0"
"2001-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","28133","","","","0"
"2001-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","28180","","","","0"
"2002-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","28338","","","","0"
"2002-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","28389","","","","0"
"2002-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","28822","","","","0"
"2002-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","28864","","","","0"
"2003-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","28976","","","","0"
"2003-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","29117","","","","0"
"2003-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","29322","","","","0"
"2003-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","29371","","","","0"
"2004-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","29518","","","","0"
"2004-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","29584","","","","0"
"2004-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","29857","","","","0"
"2004-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","29807","","","","0"
"2005-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","29950","","","","0"
"2005-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","30109","","","","0"
"2005-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","30339","","","","0"
"2005-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","30407","","","","0"
"2006-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","30577","","","","0"
"2006-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","30642","","","","0"
"2006-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","30813","","","","0"
"2006-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","30879","","","","0"
"2007-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","30953","","","","0"
"2007-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","31184","","","","0"
"2007-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","31395","","","","0"
"2007-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","31560","","","","0"
"2008-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","31615","","","","0"
"2008-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","31681","","","","0"
"2008-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","31892","","","","0"
"2008-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","31963","","","","0"
"2009-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","32061","","","","0"
"2009-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","32385","","","","0"
"2009-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","32597","","","","0"
"2009-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","32811","","","","0"
"2010-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","32921","","","","0"
"2010-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","33137","","","","0"
"2010-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","33352","","","","0"
"2010-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","33570","","","","0"
"2011-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","33733","","","","0"
"2011-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","33923","","","","0"
"2011-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","34192","","","","0"
"2011-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","34352","","","","0"
"2012-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","34420","","","","0"
"2012-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","34593","","","","0"
"2012-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","34672","","","","0"
"2012-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","34842","","","","0"
"2013-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","34974","","","","0"
"2013-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","34998","","","","0"
"2013-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","35337","","","","0"
"2013-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","35543","","","","0"
"2014-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","35587","","","","0"
"2014-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","35806","","","","0"
"2014-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","35971","","","","0"
"2014-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","36105","","","","0"
"2015-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","36219","","","","0"
"2015-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","36283","","","","0"
"2015-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","36488","","","","0"
"2015-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","36603","","","","0"
"2016-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","36722","","","","0"
"2016-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","36767","","","","0"
"2016-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","36975","","","","0"
"2016-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","37040","","","","0"
"2017-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37176","","","","0"
"2017-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37335","","","","0"
"2017-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","37546","","","","0"
"2017-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","37703","","","","0"
"2018-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37685","","","","0"
"2018-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37807","","","","0"
"2018-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38143","","","","0"
"2018-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38288","","","","0"
"2019-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","38352","","","","0"
"2019-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","38521","","","","0"
"2019-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38592","","","","0"
"2019-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38625","","","","0"
"2020-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","38721","","","","0"
"2020-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","38836","","","","0"
"2020-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","39155","","","","0"
"2020-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","39109","","","","0"
"2021-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","39255","","","","0"
"2021-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","39336","","","","0"
"2021-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","39403","","","","0"
"2021-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","39589","","","","0"
"2022-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","39710","","","","0"


